id;player_fifa_api_id;player_api_id;date;overall_rating;crossing;finishing;ball_control;agility;balance;jumping;stamina;strength;long_shots;aggression;positioning;vision;marking
36;189615;155782;22/02/2009 0:00;47;22;48;34;59;62;48;56;63;35;64;28;38;53
37;189615;155782;30/08/2008 0:00;53;22;48;34;59;62;48;56;68;35;64;28;38;53
38;189615;155782;22/02/2007 0:00;53;22;48;34;59;62;48;56;68;35;64;28;38;53
39;186170;162549;7/01/2016 0:00;65;64;58;67;85;92;65;66;71;57;60;64;68;23
40;186170;162549;9/10/2015 0:00;66;64;58;67;85;92;65;66;71;57;60;64;68;23
41;186170;162549;21/09/2015 0:00;66;64;58;67;85;92;65;66;71;57;60;64;68;23
42;186170;162549;12/12/2014 0:00;67;65;52;67;81;92;71;72;71;56;59;67;71;22
43;186170;162549;18/09/2014 0:00;68;67;52;68;81;92;71;72;71;56;59;67;71;22
44;186170;162549;18/04/2014 0:00;68;67;52;68;81;92;71;72;71;56;59;67;71;22
45;186170;162549;14/03/2014 0:00;68;67;52;68;81;92;71;72;71;56;59;67;71;22
46;186170;162549;31/01/2014 0:00;69;69;52;71;81;92;71;72;71;56;59;67;72;22
47;186170;162549;29/11/2013 0:00;70;72;52;71;81;92;71;72;71;56;59;67;72;22
48;186170;162549;20/09/2013 0:00;71;73;52;73;81;92;71;72;71;56;59;67;72;22
49;186170;162549;31/05/2013 0:00;70;72;52;72;81;84;71;72;71;51;59;68;72;22
50;186170;162549;26/04/2013 0:00;70;72;52;72;81;84;71;72;71;51;59;68;72;22
51;186170;162549;19/04/2013 0:00;70;72;52;72;81;84;71;72;71;51;59;68;73;22
52;186170;162549;5/04/2013 0:00;70;72;52;72;81;84;71;72;71;51;59;68;73;22
53;186170;162549;22/03/2013 0:00;69;72;56;72;81;84;71;72;71;52;59;66;73;22
54;186170;162549;8/03/2013 0:00;69;72;56;72;81;84;71;72;71;52;59;66;73;22
55;186170;162549;15/02/2013 0:00;69;72;56;72;81;84;71;72;71;52;59;66;73;22
56;186170;162549;31/08/2012 0:00;65;63;56;67;81;87;71;72;71;52;59;64;63;22
57;186170;162549;22/02/2012 0:00;65;65;61;67;76;84;77;81;68;61;59;64;63;22
58;186170;162549;30/08/2011 0:00;65;65;61;67;76;84;77;73;68;61;59;64;63;22
59;186170;162549;22/02/2011 0:00;67;69;69;74;66;56;56;68;68;76;59;62;67;22
60;186170;162549;30/08/2010 0:00;67;69;69;74;66;56;56;68;68;76;59;62;67;22
61;186170;162549;22/02/2010 0:00;65;69;69;68;66;56;56;69;68;67;59;50;67;22
62;186170;162549;30/08/2009 0:00;65;69;69;68;66;56;56;69;68;67;59;50;67;22
63;186170;162549;22/02/2009 0:00;59;63;69;54;66;56;56;69;68;63;59;30;67;21
64;186170;162549;22/02/2007 0:00;59;63;69;54;66;56;56;69;68;63;59;30;67;21
65;140161;30572;21/04/2016 0:00;69;57;21;62;62;41;71;49;90;29;70;26;54;72
66;140161;30572;16/10/2015 0:00;69;57;21;62;62;41;71;49;90;29;70;26;54;72
67;140161;30572;2/10/2015 0:00;69;57;21;62;62;41;71;49;87;29;70;26;54;72
68;140161;30572;21/09/2015 0:00;69;57;21;62;62;41;71;49;87;29;70;26;54;72
69;140161;30572;3/07/2015 0:00;67;56;20;61;63;44;73;59;86;28;68;25;53;66
70;140161;30572;12/06/2015 0:00;67;56;20;61;63;44;73;59;86;28;68;25;53;66
71;140161;30572;16/01/2015 0:00;67;56;20;61;63;44;73;59;86;28;68;25;53;66
72;140161;30572;14/11/2014 0:00;67;56;20;61;63;44;73;59;81;28;68;25;53;66
73;140161;30572;18/09/2014 0:00;67;56;20;61;63;44;73;59;81;28;68;25;53;66
74;140161;30572;6/06/2014 0:00;67;57;21;62;63;45;71;39;78;29;69;26;54;67
75;140161;30572;11/04/2014 0:00;67;57;21;62;63;45;71;39;78;29;69;26;54;67
76;140161;30572;20/09/2013 0:00;67;57;21;62;63;45;71;39;78;29;69;26;54;67
77;140161;30572;10/05/2013 0:00;68;57;21;62;63;45;71;48;77;29;69;26;54;67
78;140161;30572;15/02/2013 0:00;68;57;21;62;63;45;71;48;77;29;69;26;54;67
79;140161;30572;31/08/2012 0:00;70;57;21;62;63;45;71;48;77;29;69;26;54;73
80;140161;30572;22/02/2012 0:00;69;57;21;62;63;45;70;49;75;29;69;26;54;73
81;140161;30572;30/08/2011 0:00;69;57;21;62;63;45;69;49;75;29;69;26;54;73
82;140161;30572;22/02/2010 0:00;69;57;21;62;63;45;69;49;75;29;69;26;54;73
83;140161;30572;30/08/2009 0:00;74;59;43;70;63;45;69;72;72;33;71;78;54;78
84;140161;30572;22/02/2009 0:00;75;60;44;71;63;45;69;77;70;34;72;81;54;80
85;140161;30572;30/08/2008 0:00;73;60;44;69;63;45;69;77;68;34;70;68;54;77
86;140161;30572;30/08/2007 0:00;71;58;50;66;63;45;69;75;68;51;70;68;54;72
87;140161;30572;22/02/2007 0:00;71;58;50;66;63;45;69;75;68;51;70;68;54;72
88;17725;23780;24/12/2015 0:00;70;46;34;58;41;52;67;60;75;26;66;29;41;75
89;17725;23780;21/09/2015 0:00;70;46;34;58;41;52;67;60;75;26;66;29;41;75
90;17725;23780;8/05/2015 0:00;69;45;33;57;45;59;67;60;74;25;65;28;40;72
91;17725;23780;10/04/2015 0:00;69;45;33;57;45;59;67;60;74;25;65;28;40;72
92;17725;23780;20/03/2015 0:00;70;45;33;57;45;59;78;60;74;25;65;28;40;74
93;17725;23780;18/09/2014 0:00;72;45;33;57;49;59;83;62;74;25;65;28;40;78
94;17725;23780;31/01/2014 0:00;72;45;33;57;49;59;81;62;74;25;65;28;40;78
95;17725;23780;17/01/2014 0:00;72;45;33;57;49;59;81;62;74;25;65;28;40;78
96;17725;23780;20/09/2013 0:00;73;45;33;57;49;59;81;62;74;25;65;28;40;80
97;17725;23780;10/05/2013 0:00;73;45;33;57;49;59;81;62;74;25;65;28;40;80
98;17725;23780;26/04/2013 0:00;74;45;33;59;49;59;81;62;74;25;65;28;40;81
99;17725;23780;22/03/2013 0:00;74;45;33;59;49;59;81;62;74;25;65;28;40;81
100;17725;23780;8/03/2013 0:00;74;45;33;59;49;59;81;62;74;25;65;28;40;81
101;17725;23780;15/02/2013 0:00;74;45;33;59;49;59;81;62;74;25;65;28;40;81
102;17725;23780;31/08/2012 0:00;74;45;33;62;49;59;81;62;69;25;65;28;40;79
103;17725;23780;22/02/2012 0:00;75;45;33;62;49;59;81;62;69;25;77;28;40;79
104;17725;23780;30/08/2011 0:00;76;45;33;63;57;66;83;62;69;25;77;28;40;80
105;17725;23780;22/02/2011 0:00;75;45;33;62;57;76;78;73;77;25;75;28;60;80
106;17725;23780;30/08/2010 0:00;76;45;33;63;57;76;78;77;77;25;77;28;60;80
107;17725;23780;22/02/2010 0:00;78;45;57;66;57;76;78;78;77;25;77;81;60;82
108;17725;23780;30/08/2009 0:00;78;45;57;66;57;76;78;78;77;25;77;81;60;82
109;17725;23780;22/02/2009 0:00;75;45;57;66;57;76;78;78;76;25;77;78;60;75
110;17725;23780;30/08/2008 0:00;72;45;57;62;57;76;78;78;72;20;76;76;60;69
111;17725;23780;30/08/2007 0:00;71;45;57;62;57;76;78;78;72;20;76;76;60;74
112;17725;23780;22/02/2007 0:00;75;45;57;62;57;76;78;78;72;15;76;76;60;74
113;158138;27316;28/04/2016 0:00;77;77;72;79;76;72;65;75;65;76;59;77;76;28
114;158138;27316;25/02/2016 0:00;77;77;72;79;76;72;65;75;65;76;59;77;76;28
115;158138;27316;25/09/2015 0:00;77;77;72;79;76;72;65;75;65;76;59;77;76;28
116;158138;27316;21/09/2015 0:00;77;77;72;79;76;72;65;75;65;76;59;77;76;28
117;158138;27316;4/09/2015 0:00;77;77;72;78;78;73;69;77;65;75;57;77;76;36
118;158138;27316;10/04/2015 0:00;77;77;72;78;78;73;69;77;65;75;57;77;76;36
119;158138;27316;16/01/2015 0:00;78;77;72;78;78;73;69;77;65;75;57;78;80;36
120;158138;27316;18/09/2014 0:00;78;77;72;78;78;73;69;77;66;75;57;78;80;36
121;158138;27316;18/04/2014 0:00;78;77;72;78;79;73;70;79;66;75;57;76;82;36
122;158138;27316;28/02/2014 0:00;79;77;73;78;79;73;70;79;66;77;57;77;82;36
123;158138;27316;14/02/2014 0:00;79;77;74;78;79;73;70;79;66;77;57;77;82;36
124;158138;27316;18/10/2013 0:00;79;77;74;78;79;73;70;79;66;77;57;77;82;36
125;158138;27316;20/09/2013 0:00;79;77;74;78;79;73;70;79;66;77;57;77;82;36
126;158138;27316;10/05/2013 0:00;79;77;71;78;79;72;70;79;66;78;55;77;82;30
127;158138;27316;19/04/2013 0:00;79;77;71;78;79;72;70;79;66;78;55;77;82;30
128;158138;27316;22/03/2013 0:00;79;77;71;78;79;72;70;78;66;78;55;77;82;30
129;158138;27316;15/02/2013 0:00;79;77;71;78;79;72;70;78;66;78;55;77;82;30
130;158138;27316;31/08/2012 0:00;75;75;69;76;79;72;70;68;66;73;55;71;76;30
131;158138;27316;22/02/2012 0:00;75;75;69;76;79;72;70;68;66;73;55;71;76;30
132;158138;27316;30/08/2011 0:00;75;75;69;75;79;72;70;72;66;73;55;71;76;30
133;158138;27316;22/02/2011 0:00;76;75;74;77;79;67;70;74;68;73;51;74;79;30
134;158138;27316;30/08/2010 0:00;78;76;77;79;79;67;70;74;68;73;51;74;83;30
135;158138;27316;22/02/2010 0:00;78;75;77;81;79;67;70;74;68;73;51;75;83;30
136;158138;27316;30/08/2009 0:00;75;63;77;79;79;67;70;69;66;72;49;73;83;30
137;158138;27316;30/08/2008 0:00;76;63;79;79;79;67;70;69;66;72;49;73;83;30
138;158138;27316;30/08/2007 0:00;77;63;79;79;79;67;70;69;66;68;49;73;83;30
139;158138;27316;22/02/2007 0:00;73;46;69;76;79;67;70;66;62;61;36;73;83;30
140;221280;564793;21/04/2016 0:00;61;48;32;63;60;80;71;68;59;38;75;39;61;52
141;221280;564793;4/02/2016 0:00;61;48;32;63;60;80;71;68;59;38;75;39;61;52
142;221280;564793;17/12/2015 0:00;61;48;32;63;60;80;71;68;59;38;75;39;61;52
143;221280;564793;21/09/2015 0:00;61;48;32;63;60;80;71;68;59;38;75;39;61;52
144;221280;564793;2/10/2014 0:00;60;47;31;62;60;80;71;68;59;37;74;50;60;51
145;221280;564793;18/09/2014 0:00;60;47;31;62;60;80;71;68;59;37;74;50;58;51
146;221280;564793;22/02/2007 0:00;60;47;31;62;60;80;71;68;59;37;74;50;58;51
147;152747;30895;16/10/2015 0:00;77;78;66;81;93;92;71;75;56;57;57;71;73;30
148;152747;30895;21/09/2015 0:00;77;78;66;81;93;92;71;75;56;57;57;71;73;30
149;152747;30895;4/09/2015 0:00;78;78;65;80;93;92;71;75;52;56;56;73;75;29
150;152747;30895;5/06/2015 0:00;78;78;65;80;93;92;71;75;52;56;56;73;75;29
151;152747;30895;6/02/2015 0:00;78;78;65;80;93;92;71;75;52;56;56;73;75;29
152;152747;30895;9/01/2015 0:00;78;78;65;80;93;92;71;75;52;56;56;73;75;25
153;152747;30895;18/09/2014 0:00;79;79;65;80;94;92;71;75;52;56;56;76;77;25
154;152747;30895;21/03/2014 0:00;79;79;65;82;94;92;71;75;52;56;56;76;81;25
155;152747;30895;28/02/2014 0:00;79;79;65;82;94;92;71;75;52;56;56;76;81;25
156;152747;30895;7/02/2014 0:00;79;79;67;82;94;92;71;75;52;56;56;76;81;25
157;152747;30895;1/11/2013 0:00;79;80;68;82;94;92;71;75;52;56;56;76;81;25
158;152747;30895;20/09/2013 0:00;79;80;68;82;94;92;71;75;52;56;56;76;81;25
159;152747;30895;24/05/2013 0:00;80;80;68;84;94;92;64;85;52;56;56;79;81;18
160;152747;30895;15/03/2013 0:00;81;80;68;84;94;92;64;85;52;56;56;79;81;18
161;152747;30895;15/02/2013 0:00;81;80;68;84;94;92;64;84;52;56;56;79;81;18
162;152747;30895;31/08/2012 0:00;80;79;68;84;94;92;64;84;52;56;56;79;79;18
163;152747;30895;22/02/2012 0:00;81;79;68;88;94;94;64;86;52;56;56;79;79;18
164;152747;30895;30/08/2011 0:00;82;79;68;88;94;94;64;86;52;56;56;79;79;18
165;152747;30895;22/02/2011 0:00;82;79;68;88;88;76;52;86;57;56;56;79;79;18
166;152747;30895;30/08/2010 0:00;82;79;68;88;88;76;52;86;57;56;56;79;79;18
167;152747;30895;22/02/2010 0:00;84;82;70;88;88;76;52;87;57;62;49;77;79;23
168;152747;30895;30/08/2009 0:00;79;74;62;81;88;76;52;84;41;55;49;69;79;23
169;152747;30895;22/02/2009 0:00;79;71;62;81;88;76;52;84;41;55;37;69;79;23
170;152747;30895;30/08/2008 0:00;80;74;62;81;88;76;52;84;41;55;37;69;79;23
171;152747;30895;30/08/2007 0:00;84;78;64;80;88;76;52;86;41;60;46;76;79;23
172;152747;30895;22/02/2007 0:00;79;71;61;83;88;76;52;84;33;60;24;76;79;23
173;206592;528212;25/02/2016 0:00;48;12;15;22;31;24;38;18;44;12;21;14;15;15
174;206592;528212;28/01/2016 0:00;48;12;15;22;31;24;38;18;44;12;21;14;15;15
175;206592;528212;27/12/2014 0:00;48;12;15;22;31;24;38;18;44;12;21;14;15;15
176;206592;528212;31/10/2014 0:00;48;12;15;22;31;24;38;18;44;12;21;14;15;15
177;206592;528212;10/10/2014 0:00;48;12;15;22;31;24;38;18;44;12;21;14;15;15
178;206592;528212;21/03/2014 0:00;48;12;15;22;31;24;38;18;44;12;21;14;15;15
179;206592;528212;22/02/2007 0:00;48;12;15;22;31;24;38;18;44;12;21;14;15;15
180;188621;101042;3/12/2015 0:00;69;63;42;74;69;72;70;78;66;61;73;65;71;67
181;188621;101042;26/11/2015 0:00;69;63;42;74;69;72;70;78;66;61;73;65;71;67
182;188621;101042;30/10/2015 0:00;69;63;42;74;69;72;70;78;66;61;73;65;71;67
183;188621;101042;21/09/2015 0:00;69;63;42;74;69;72;70;78;66;61;73;65;71;67
184;188621;101042;18/09/2014 0:00;67;62;41;73;69;72;65;78;66;60;72;62;70;63
185;188621;101042;18/04/2014 0:00;67;65;41;73;69;79;65;77;66;60;72;62;62;62
186;188621;101042;11/04/2014 0:00;67;65;41;73;69;79;65;77;66;60;72;62;62;62
187;188621;101042;3/01/2014 0:00;67;65;41;73;69;79;65;77;66;60;78;62;62;62
188;188621;101042;29/11/2013 0:00;67;65;41;73;69;79;65;80;66;60;78;62;62;62
189;188621;101042;20/09/2013 0:00;67;65;41;73;69;79;65;79;66;60;78;62;62;62
190;188621;101042;31/05/2013 0:00;67;65;41;73;69;79;65;79;66;60;78;62;62;62
191;188621;101042;24/05/2013 0:00;67;65;41;73;69;79;65;79;66;60;78;62;62;62
192;188621;101042;1/03/2013 0:00;68;64;51;73;69;79;65;79;66;60;78;67;62;63
193;188621;101042;15/02/2013 0:00;67;64;51;71;69;79;65;79;66;60;78;66;60;63
194;188621;101042;31/08/2012 0:00;68;64;45;70;69;77;63;78;66;57;65;65;66;58
195;188621;101042;22/02/2012 0:00;67;64;43;68;72;65;63;74;65;55;65;64;66;60
196;188621;101042;30/08/2011 0:00;64;63;63;66;67;65;63;69;65;67;65;58;63;60
197;188621;101042;30/08/2008 0:00;64;63;63;66;67;65;63;69;65;67;65;58;63;60
198;188621;101042;22/02/2007 0:00;64;63;63;66;67;65;63;69;65;67;65;58;63;60
199;47189;23889;22/02/2012 0:00;68;26;53;64;55;59;75;67;71;25;70;58;53;67
200;47189;23889;30/08/2011 0:00;70;26;53;65;55;59;75;70;73;25;70;58;61;68
201;47189;23889;22/02/2011 0:00;70;26;53;65;55;71;75;70;73;25;70;58;61;68
202;47189;23889;30/08/2010 0:00;74;26;58;69;55;71;75;72;77;25;70;68;66;76
203;47189;23889;30/08/2009 0:00;72;26;58;70;55;71;75;73;51;25;70;62;66;76
204;47189;23889;30/08/2008 0:00;72;26;58;70;55;71;75;73;51;25;70;62;66;76
205;47189;23889;30/08/2007 0:00;75;26;58;70;55;71;75;73;51;25;70;62;66;76
206;47189;23889;22/02/2007 0:00;72;26;58;70;55;71;75;73;30;25;70;62;66;76
207;194958;231592;4/02/2016 0:00;75;74;69;73;71;67;72;83;64;72;75;73;81;56
208;194958;231592;21/01/2016 0:00;74;74;69;73;71;67;72;83;64;72;75;66;81;56
209;194958;231592;24/12/2015 0:00;73;74;69;73;71;67;72;83;64;72;75;66;81;56
210;194958;231592;17/12/2015 0:00;72;74;64;74;71;67;72;83;64;72;75;66;78;56
211;194958;231592;3/12/2015 0:00;72;70;64;74;71;67;72;83;64;72;75;66;78;56
212;194958;231592;6/11/2015 0:00;71;70;64;72;71;65;72;83;62;72;75;64;76;56
213;194958;231592;25/09/2015 0:00;71;70;64;72;71;65;72;83;62;72;75;64;76;56
214;194958;231592;21/09/2015 0:00;71;70;64;72;71;65;72;83;62;72;75;64;76;56
215;194958;231592;22/05/2015 0:00;68;64;63;71;71;65;72;79;62;68;74;63;75;54
216;194958;231592;15/05/2015 0:00;68;64;63;71;71;65;72;79;62;68;74;63;75;52
217;194958;231592;13/02/2015 0:00;66;64;63;70;71;65;72;79;62;68;66;55;68;52
218;194958;231592;30/01/2015 0:00;65;64;63;70;71;65;72;79;62;68;66;55;68;52
219;194958;231592;18/09/2014 0:00;65;64;61;70;71;65;72;79;62;68;66;55;68;52
220;194958;231592;19/09/2014 0:00;65;64;65;70;71;65;72;79;62;66;66;55;68;52
221;194958;231592;14/03/2014 0:00;65;64;65;70;71;65;72;79;62;66;66;55;68;52
222;194958;231592;7/02/2014 0:00;65;64;65;70;71;65;72;79;62;66;66;55;68;52
223;194958;231592;13/12/2013 0:00;65;64;65;70;71;65;72;79;62;66;66;55;68;52
224;194958;231592;22/11/2013 0:00;65;64;61;70;71;65;72;79;62;66;66;55;68;52
225;194958;231592;24/05/2013 0:00;65;64;61;70;71;65;72;79;62;63;66;55;68;52
226;194958;231592;8/03/2013 0:00;65;64;61;70;71;65;72;79;62;63;66;55;68;52
227;194958;231592;15/02/2013 0:00;65;64;61;70;71;65;72;79;62;63;66;55;68;52
228;194958;231592;31/08/2012 0:00;63;64;54;65;71;65;72;69;62;52;66;55;68;52
229;194958;231592;22/02/2012 0:00;61;64;54;61;71;64;72;59;61;52;68;55;68;52
230;194958;231592;30/08/2011 0:00;61;64;54;61;71;72;72;59;61;52;68;55;68;52
231;194958;231592;22/02/2011 0:00;60;66;52;64;68;67;62;61;64;52;30;55;61;21
232;194958;231592;22/02/2010 0:00;60;66;52;64;68;67;62;61;64;52;30;55;61;21
233;194958;231592;30/08/2009 0:00;60;66;52;64;68;67;62;61;64;52;30;55;61;21
234;194958;231592;22/02/2007 0:00;60;66;52;64;68;67;62;61;64;52;30;55;61;21
235;213568;163222;18/09/2014 0:00;62;48;23;48;49;53;71;55;82;24;65;21;31;59
236;213568;163222;25/04/2014 0:00;62;48;23;48;49;53;71;55;82;24;65;21;31;59
237;213568;163222;4/04/2014 0:00;61;48;23;48;49;53;71;55;82;24;65;21;31;57
238;213568;163222;7/02/2014 0:00;61;48;23;48;49;53;71;55;82;24;65;21;31;57
239;213568;163222;17/01/2014 0:00;63;48;23;48;49;53;71;55;87;24;68;21;31;59
240;213568;163222;27/12/2013 0:00;63;48;23;48;49;53;71;55;87;24;68;21;31;59
241;213568;163222;20/09/2013 0:00;63;48;23;48;49;53;71;55;87;24;68;21;31;59
242;213568;163222;22/02/2007 0:00;63;48;23;48;49;53;71;55;87;24;68;21;31;59
243;183853;40719;28/04/2016 0:00;70;64;67;76;82;84;70;67;51;72;45;70;62;36
244;183853;40719;14/04/2016 0:00;70;64;67;76;82;84;70;67;51;72;45;70;62;36
245;183853;40719;21/01/2016 0:00;70;64;67;76;82;84;70;67;51;72;45;70;62;36
246;183853;40719;17/12/2015 0:00;71;64;67;77;82;84;70;73;51;72;45;70;62;36
247;183853;40719;12/11/2015 0:00;71;64;67;77;82;84;70;73;51;62;45;70;62;36
248;183853;40719;6/11/2015 0:00;71;64;67;77;82;84;70;73;51;62;45;70;62;36
249;183853;40719;2/10/2015 0:00;71;64;67;77;82;84;70;73;51;62;45;70;62;36
250;183853;40719;25/09/2015 0:00;71;64;67;77;82;84;70;73;51;62;45;70;62;36
251;183853;40719;21/09/2015 0:00;70;64;67;77;82;84;70;73;51;62;45;70;62;36
252;183853;40719;6/03/2015 0:00;70;65;66;77;78;79;67;73;50;61;44;69;64;35
253;183853;40719;6/02/2015 0:00;70;63;66;76;78;79;67;73;50;61;44;69;61;35
254;183853;40719;18/09/2014 0:00;70;63;66;76;78;79;67;73;50;61;44;69;61;35
255;183853;40719;14/02/2014 0:00;69;62;67;76;78;79;66;72;49;62;43;70;65;34
256;183853;40719;20/12/2013 0:00;66;62;62;75;78;79;65;72;47;59;43;68;60;34
257;183853;40719;20/09/2013 0:00;66;62;62;75;78;79;65;72;47;59;43;68;60;34
258;183853;40719;22/03/2013 0:00;66;62;62;75;78;82;65;72;47;59;43;68;60;34
259;183853;40719;8/03/2013 0:00;67;62;62;75;78;82;65;72;47;59;43;68;60;34
260;183853;40719;15/02/2013 0:00;67;62;62;75;75;82;65;72;47;59;43;68;60;34
261;183853;40719;31/08/2012 0:00;64;62;62;68;71;82;65;72;47;59;43;68;60;34
262;183853;40719;22/02/2012 0:00;65;62;70;69;71;82;65;72;47;59;53;68;60;34
263;183853;40719;30/08/2011 0:00;66;62;70;69;71;65;65;68;47;59;53;68;60;34
264;183853;40719;30/08/2010 0:00;67;63;71;70;70;62;65;69;60;60;54;69;61;35
265;183853;40719;30/08/2009 0:00;62;60;68;67;70;62;65;53;45;53;41;41;61;21
266;183853;40719;22/02/2009 0:00;60;40;68;67;70;62;65;53;45;53;41;41;61;21
267;183853;40719;30/08/2008 0:00;59;40;67;60;70;62;65;53;45;53;41;41;61;21
268;183853;40719;30/08/2007 0:00;59;40;67;60;70;62;65;53;45;53;41;41;61;21
269;183853;40719;22/02/2007 0:00;59;40;67;60;70;62;65;53;45;53;41;41;61;21
270;186561;75489;10/03/2016 0:00;82;75;75;82;77;75;65;92;69;75;74;83;81;62
271;186561;75489;3/03/2016 0:00;82;75;75;82;77;75;65;92;69;75;74;83;81;62
272;186561;75489;18/02/2016 0:00;82;75;75;82;77;75;65;92;69;77;74;83;81;62
273;186561;75489;28/01/2016 0:00;82;75;75;82;77;75;65;92;69;77;74;83;81;62
274;186561;75489;21/09/2015 0:00;82;74;75;82;74;75;63;93;69;78;75;84;81;65
275;186561;75489;6/02/2015 0:00;82;74;75;82;74;75;63;93;68;78;75;84;81;65
276;186561;75489;19/12/2014 0:00;82;74;77;82;74;75;63;93;68;78;75;84;81;65
277;186561;75489;2/10/2014 0:00;82;74;77;82;74;75;63;93;71;78;75;84;81;65
278;186561;75489;18/09/2014 0:00;83;74;77;82;74;75;63;93;71;78;75;84;81;65
279;186561;75489;25/04/2014 0:00;82;74;76;82;74;75;63;93;69;77;75;82;81;65
280;186561;75489;18/04/2014 0:00;81;74;76;82;74;75;63;93;69;77;75;82;81;65
281;186561;75489;21/03/2014 0:00;81;74;76;82;74;75;63;93;69;77;75;82;81;65
282;186561;75489;13/12/2013 0:00;81;74;76;82;74;75;63;93;69;77;75;82;81;65
283;186561;75489;6/12/2013 0:00;80;74;74;82;74;75;63;92;69;76;75;80;81;65
284;186561;75489;29/11/2013 0:00;80;74;74;82;74;75;63;92;69;76;75;78;81;65
285;186561;75489;8/11/2013 0:00;80;74;74;82;74;75;63;92;69;76;73;78;81;65
286;186561;75489;1/11/2013 0:00;79;74;74;82;74;75;63;92;69;74;73;78;81;62
287;186561;75489;25/10/2013 0:00;79;74;74;82;74;75;63;92;69;74;73;78;81;62
288;186561;75489;11/10/2013 0:00;78;74;74;80;72;74;63;92;69;74;69;77;81;62
289;186561;75489;4/10/2013 0:00;78;74;74;80;72;74;63;92;69;74;69;77;81;62
290;186561;75489;27/09/2013 0:00;78;74;69;80;72;74;63;92;69;74;58;77;81;62
291;186561;75489;20/09/2013 0:00;78;74;69;80;72;70;63;92;67;74;58;77;81;62
292;186561;75489;16/08/2013 0:00;77;74;67;77;72;70;63;92;67;74;58;73;82;58
293;186561;75489;10/05/2013 0:00;77;74;67;77;72;70;63;92;67;74;58;73;82;58
294;186561;75489;19/04/2013 0:00;77;74;67;77;72;70;63;92;67;74;58;73;82;56
